Player,Serve Rating,% 1st Serve,% 1st Serve Points Won,% 2nd Serve Points Won,% Service Games Won,Aces Per Match,Avg Double Faults/Match,Surface
Gaston Etlis,249.6,55.80%,69.50%,49.20%,73.90%,4.6,3.4,Clay
Jordi Arrese,249.5,72.60%,61.60%,48.40%,67.90%,1,2,Clay
Fred Gil,249.5,63.00%,64.80%,49.80%,71.90%,2.2,2.2,Clay
Mikhail Kukushkin,249.5,63.20%,63.60%,50.80%,71.10%,2,1.2,Clay
Claudio Pistolesi,249.5,67.60%,62.40%,49.70%,69.30%,2.2,1.7,Clay
Benjamin Becker,249.4,56.90%,70.50%,46.00%,72.80%,5.8,2.6,Clay
Andrea Gaudenzi,249.4,62.90%,66.10%,49.10%,72.20%,2.1,3,Clay
Filip Krajinovic,249.4,65.60%,63.20%,50.60%,68.50%,3.2,1.7,Clay
Jerome Golmard,249.3,57.80%,67.90%,48.70%,74.00%,4.6,3.7,Clay
Juan Albert Viloca-Puig,249.2,60.30%,67.80%,48.30%,72.20%,3.4,2.8,Clay
Mark Woodforde,249.2,58.10%,67.70%,49.00%,73.20%,4.2,3,Clay
Juan Ignacio Chela,249.1,60.30%,67.20%,49.50%,72.50%,2.5,2.9,Clay
Guillermo Garcia-Lopez,248.9,60.70%,67.40%,48.80%,73.00%,2.6,3.6,Clay
Marcel Granollers,248.9,62.10%,66.30%,48.70%,71.20%,2.7,2.1,Clay
Andreas Seppi,248.9,58.30%,67.60%,49.40%,72.70%,3.5,2.6,Clay
Hernan Gumy,248.8,61.80%,66.80%,49.20%,71.90%,2.5,3.4,Clay
Martin Rodriguez,248.8,49.00%,73.70%,49.00%,75.00%,6.8,4.7,Clay
Christian Bergstrom,248.7,66.20%,61.30%,51.20%,69.90%,1.8,1.7,Clay
Taro Daniel,248.7,65.10%,64.00%,49.10%,70.00%,2.8,2.3,Clay
Bernd Karbacher,248.7,52.90%,70.50%,49.70%,73.50%,4.8,2.7,Clay
Marton Fucsovics,248.6,57.20%,67.90%,50.20%,73.70%,3.1,3.5,Clay
Roberto Carretero,248.5,70.30%,63.70%,46.60%,70.20%,1.3,3.6,Clay
John Millman,248.5,61.30%,65.00%,50.90%,70.10%,2.9,1.7,Clay
Alejandro Falla,248.5,62.50%,64.70%,49.90%,70.90%,2.4,1.9,Clay
Igor Sijsling,248.4,59.30%,68.10%,47.30%,70.70%,5.3,2.3,Clay
Robby Ginepri,248.3,64.20%,63.60%,49.10%,69.70%,4.1,2.4,Clay
Marc Gicquel,248.2,57.10%,69.20%,47.00%,72.10%,4.9,2.1,Clay
Horacio de la Pena,248,69.90%,60.60%,50.10%,67.40%,1.2,1.2,Clay
Jakob Hlasek,248,57.50%,70.40%,45.30%,73.30%,5.7,4.2,Clay
Fernando Meligeni,248,56.40%,68.90%,49.20%,73.30%,3.3,3.1,Clay
Oliver Marach,248,55.80%,68.50%,48.80%,73.00%,4.2,2.3,Clay
Daniel Koellerer,247.8,67.60%,62.00%,51.30%,67.40%,1.4,1.9,Clay
Carlos Costa,247.7,55.40%,68.50%,49.90%,72.50%,3.7,2.3,Clay
Jan-Michael Gambill,247.7,54.50%,72.00%,44.90%,71.70%,8.6,4,Clay
Markus Naewie,247.7,63.60%,63.10%,51.30%,69.10%,1.7,1.1,Clay
Andrew Ilie,247.6,52.00%,69.40%,50.30%,75.00%,4.3,3.4,Clay
Yevgeny Kafelnikov,247.6,56.70%,69.20%,48.40%,73.20%,3.9,3.8,Clay
Teymuraz Gabashvili,247.5,58.60%,67.40%,49.10%,72.90%,3.1,3.6,Clay
Dmitry Tursunov,247.5,58.30%,69.10%,46.00%,71.80%,5.5,3.2,Clay
Ivo Minar,247.4,57.60%,67.70%,48.60%,71.10%,4.9,2.5,Clay
Galo Blanco,247.3,56.40%,68.00%,49.60%,72.10%,3.9,2.7,Clay
Karim Alami,247.2,55.60%,69.80%,48.00%,72.60%,3.8,2.6,Clay
Thomas Johansson,247.2,52.40%,68.80%,49.90%,73.50%,5.2,2.6,Clay
Simon Greul,247,57.30%,66.60%,50.20%,72.60%,3.3,3,Clay
Horst Skoff,247,58.80%,65.70%,50.90%,71.20%,2.5,2.1,Clay
Arnaud Di Pasquale,246.9,66.40%,64.20%,48.30%,69.20%,2.1,3.3,Clay
Fabio Fognini,246.9,60.30%,66.70%,48.70%,71.80%,2.6,3.2,Clay
Rogerio Dutra Silva,246.9,61.90%,66.30%,48.70%,70.30%,2.6,2.9,Clay
Werner Eschauer,246.7,58.70%,66.90%,48.60%,71.50%,3.9,2.9,Clay
Lleyton Hewitt,246.7,55.00%,69.00%,49.00%,73.20%,4.4,3.9,Clay
Claudio Mezzadri,246.6,56.10%,67.80%,50.10%,72.60%,2.7,2.7,Clay
Slava Dosedel,246.3,67.10%,62.90%,48.30%,68.30%,1.9,2.2,Clay
Markus Hipfl,246.3,65.80%,63.50%,49.30%,68.20%,1.7,2.2,Clay
Malek Jaziri,246.3,54.90%,68.10%,49.20%,74.10%,2.5,2.5,Clay
Lars Jonsson,246.3,67.40%,60.90%,50.10%,67.00%,2,1.1,Clay
Arnaud Boetsch,246.2,58.30%,66.70%,49.30%,72.30%,2.7,3.1,Clay
Dominik Hrbaty,246.2,55.40%,69.90%,48.20%,72.70%,4.2,4.2,Clay
Andreas Vinciguerra,246.2,60.40%,66.00%,47.80%,71.30%,3.2,2.5,Clay
Daniil Medvedev,246.1,55.00%,65.90%,51.90%,73.00%,3.7,3.4,Clay
Sargis Sargsian,246.1,62.10%,65.40%,48.30%,70.20%,2.9,2.8,Clay
Chris Woodruff,246,59.70%,69.50%,44.10%,72.10%,5.6,5,Clay
Nikoloz Basilashvili,245.8,61.50%,65.10%,49.30%,71.50%,2.6,4.2,Clay
Alberto Martin,245.7,61.70%,64.80%,49.90%,70.40%,1.8,2.9,Clay
Rui Machado,245.7,68.10%,62.80%,47.30%,69.50%,1.2,3.2,Clay
Xavier Malisse,245.6,55.00%,68.80%,48.30%,70.70%,4.9,2.1,Clay
Richey Reneberg,245.6,55.60%,69.90%,46.80%,70.80%,5.2,2.7,Clay
Nicolas Devilder,245.5,60.40%,64.30%,50.00%,70.50%,3.1,2.8,Clay
Thomas Enqvist,245.5,56.80%,69.90%,46.40%,71.40%,5.4,4.4,Clay
Andrey Golubev,245.5,59.20%,66.80%,48.70%,70.50%,3.5,3.2,Clay
Gilles Simon,245.5,56.60%,66.50%,49.90%,71.30%,3.3,2.1,Clay
Jonas Svensson,245.5,69.10%,61.30%,47.70%,67.50%,1.7,1.8,Clay
Ivan Lendl,245.4,54.50%,70.20%,47.60%,71.40%,3.9,2.2,Clay
Adrian Voinea,245.4,56.20%,67.30%,49.70%,70.90%,4.2,2.9,Clay
Mark Koevermans,245.3,55.30%,68.10%,49.00%,71.10%,3.2,1.4,Clay
Marc Lopez,245.2,66.50%,63.00%,47.20%,69.20%,0.5,1.2,Clay
Evgeny Korolev,245.1,58.40%,67.50%,48.10%,71.10%,3.2,3.2,Clay
Sergio Roitman,245.1,65.00%,63.40%,47.20%,68.30%,2.6,1.4,Clay
Paul Haarhuis,245,57.00%,66.80%,48.80%,71.10%,3.6,2.3,Clay
Florent Serra,245,60.10%,64.90%,49.10%,70.20%,2.5,1.8,Clay
Filip Dewulf,244.9,57.70%,68.80%,47.20%,73.00%,2.6,4.4,Clay
Andres Gomez,244.9,55.00%,71.00%,45.00%,72.40%,5.4,3.9,Clay
Lukasz Kubot,244.9,62.50%,66.70%,46.50%,70.50%,3.1,4.4,Clay
Mikael Tillstrom,244.9,59.80%,66.10%,48.30%,70.00%,3.1,2.4,Clay
David Sanchez,244.7,61.80%,64.80%,48.70%,69.40%,2.1,2.1,Clay
Matthias Bachinger,244.6,56.30%,70.10%,44.70%,70.30%,6.3,3.1,Clay
Ronald Agenor,244.6,65.10%,63.60%,47.20%,68.10%,2.4,1.8,Clay
Daniel Vacek,244.6,59.20%,68.80%,46.10%,70.60%,4.1,4.2,Clay
Denis Gremelmayr,244.5,58.00%,65.30%,50.10%,70.30%,3,2.2,Clay
Christian Miniussi,244.3,59.70%,66.70%,48.20%,70.20%,2.5,3,Clay
Renzo Furlan,244.2,60.30%,65.00%,48.80%,69.40%,2.3,1.6,Clay
Franco Squillari,244.2,58.20%,67.50%,47.90%,71.60%,3.1,4.1,Clay
Thierry Champion,244.1,72.20%,59.10%,49.10%,63.40%,1.5,1.2,Clay
Fernando Vicente,244,59.90%,65.50%,49.00%,69.70%,2.6,2.7,Clay
Lukas Dlouhy,243.9,62.80%,66.00%,46.60%,68.80%,4.2,4.5,Clay
Julian Alonso,243.9,56.50%,67.10%,49.30%,72.10%,3.5,4.6,Clay
Attila Savolt,243.9,54.90%,69.90%,47.30%,71.00%,4.7,3.9,Clay
Gastao Elias,243.8,52.60%,68.30%,50.40%,72.00%,3.3,2.8,Clay
Kristof Vliegen,243.8,59.60%,65.90%,48.50%,68.00%,3.8,2,Clay
Flavio Saretta,243.6,58.50%,65.50%,48.50%,70.20%,3.4,2.5,Clay
Diego Schwartzman,243.6,63.00%,63.50%,49.40%,68.80%,1.7,2.8,Clay
Jacobo Diaz,243.5,68.00%,61.30%,49.00%,65.90%,1.7,2.4,Clay
Johan Van Herck,243.5,57.60%,66.00%,48.80%,71.20%,3.3,3.4,Clay
Jiri Vanek,243.5,58.90%,67.90%,45.20%,69.20%,5,2.7,Clay
Jordi Burillo,243.4,51.70%,71.00%,47.30%,71.60%,5.1,3.3,Clay
Jens Knippschild,243.4,49.30%,72.70%,47.60%,70.70%,6.2,3.1,Clay
Kenneth Carlsen,243.3,56.40%,68.50%,46.60%,69.70%,4.8,2.7,Clay
Nicklas Kulti,243.3,56.40%,68.30%,47.40%,70.50%,3.4,2.7,Clay
Mauricio Hadad,243.3,62.20%,62.30%,50.50%,69.00%,1.5,2.2,Clay
Maximo Gonzalez,243.2,64.80%,62.60%,47.90%,68.70%,1.6,2.4,Clay
Andreas Haider-Maurer,243,55.60%,70.10%,45.00%,71.40%,5.5,4.6,Clay
Tobias Kamke,243,60.60%,64.50%,48.50%,70.60%,1.7,2.9,Clay
Benoit Paire,243,50.50%,72.70%,45.80%,72.10%,6.5,4.6,Clay
Albert Portas,243,58.00%,67.50%,47.00%,70.20%,3.7,3.4,Clay
Tomas Behrend,242.9,59.70%,68.10%,45.20%,69.90%,3.7,3.7,Clay
Stefan Koubek,242.9,58.70%,64.90%,50.10%,69.30%,3.1,3.2,Clay
Nicolas Kiefer,242.8,50.90%,71.00%,47.50%,71.40%,5.8,3.8,Clay
Jeff Tarango,242.8,61.60%,65.50%,46.50%,69.40%,3.3,3.5,Clay
Marcos Aurelio Gorriz,242.6,59.30%,64.40%,49.60%,68.60%,2.2,1.5,Clay
Martin Jaite,242.6,52.30%,67.60%,49.80%,71.40%,3.5,2,Clay
Jaime Yzaga,242.6,60.30%,64.00%,50.00%,69.20%,1.8,2.7,Clay
Ruben Ramirez Hidalgo,242.4,58.20%,67.40%,47.00%,70.30%,2.7,3.2,Clay
Sjeng Schalken,242.2,59.90%,65.60%,47.60%,69.80%,3,3.7,Clay
Renzo Olivo,242.1,58.40%,66.80%,48.60%,70.20%,2.9,4.8,Clay
Ricardo Mello,241.9,62.30%,63.50%,48.70%,67.30%,2.3,2.2,Clay
Dennis Van Scheppingen,241.9,59.00%,68.30%,45.20%,70.70%,2.4,3.7,Clay
Jean-Philippe Fleurian,241.8,59.30%,65.00%,47.80%,69.10%,3.4,2.8,Clay
Hicham Arazi,241.8,55.40%,65.70%,49.70%,69.50%,3.2,1.7,Clay
Olivier Rochus,241.8,61.90%,63.40%,48.90%,68.60%,1.5,2.5,Clay
Franco Davin,241.7,70.00%,61.00%,46.40%,65.00%,1.2,1.9,Clay
Sandor Noszaly,241.7,66.10%,64.90%,43.10%,68.20%,4,4.6,Clay
Henri Leconte,241.4,48.10%,70.80%,48.80%,72.10%,5.3,3.7,Clay
Tomas Carbonell,241.2,69.70%,63.10%,44.00%,66.40%,1.9,3.9,Clay
Petr Korda,241.1,60.10%,67.60%,44.50%,70.80%,2.9,4.8,Clay
Carl-Uwe Steeb,241.1,57.10%,65.20%,48.50%,69.40%,2.4,1.5,Clay
Jonas Bjorkman,241,56.40%,67.60%,47.10%,68.90%,3.8,2.8,Clay
Henri Laaksonen,240.7,60.40%,65.10%,47.60%,67.80%,3.7,3.9,Clay
Marzio Martelli,240.4,47.90%,75.60%,43.60%,71.50%,5.9,4.1,Clay
Gerard Solves,240.4,62.80%,65.00%,44.80%,67.30%,3.1,2.6,Clay
Andrei Olhovskiy,240.3,55.10%,70.10%,44.40%,69.40%,5.7,4.4,Clay
Santiago Ventura,240.3,54.50%,68.10%,47.40%,69.50%,3.5,2.7,Clay
Irakli Labadze,239.9,62.50%,66.70%,44.20%,68.60%,3.5,5.6,Clay
Vincent Spadea,239.9,57.90%,64.80%,48.70%,68.50%,2.6,2.6,Clay
Fabrice Santoro,239.8,58.30%,63.70%,49.80%,68.00%,2.1,2.1,Clay
Bohdan Ulihrach,239.8,56.70%,66.30%,48.20%,69.20%,2.8,3.4,Clay
Omar Camporese,239.7,50.70%,69.80%,47.90%,70.00%,3.5,2.2,Clay
Christian Ruud,239.7,60.80%,63.40%,48.40%,67.70%,1.9,2.5,Clay
Paolo Cane,239.5,50.70%,68.40%,47.80%,70.00%,4.2,1.6,Clay
Daniel Orsanic,239.5,60.80%,65.10%,45.30%,69.00%,1.6,2.3,Clay
Aaron Krickstein,239.5,57.70%,65.90%,47.10%,67.70%,3.2,2.1,Clay
Rainer Schuettler,239.5,58.00%,64.80%,49.20%,68.10%,2.4,3,Clay
Nicolas Escude,239.4,53.80%,67.40%,48.40%,68.10%,4.7,3,Clay
Oliver Gross,239.3,58.00%,66.00%,47.20%,68.80%,2.8,3.5,Clay
David Rikl,239.1,57.80%,65.30%,48.00%,69.60%,2.1,3.7,Clay
Lars Burgsmuller,238.9,59.10%,65.30%,46.80%,67.80%,3.5,3.6,Clay
Arnaud Clement,238.9,55.50%,66.40%,47.30%,68.70%,4.1,3.1,Clay
Guillaume Raoux,238.8,52.30%,67.50%,48.10%,69.40%,3.9,2.4,Clay
Jan Hernych,238.6,63.80%,63.00%,46.00%,65.60%,2.8,2.6,Clay
Byron Black,238.5,61.10%,64.20%,47.00%,65.60%,3.2,2.6,Clay
Michel Kratochvil,238.5,56.00%,66.00%,48.50%,69.90%,2.9,4.8,Clay
Pere Riba,238.5,55.60%,66.30%,47.50%,67.50%,4.1,2.5,Clay
Jose Francisco Altur,238.2,66.70%,62.70%,44.10%,65.60%,1.9,2.8,Clay
Igor Kunitsyn,238.2,64.90%,61.40%,47.40%,63.90%,2,1.4,Clay
Inigo Cervantes,238,51.50%,68.90%,47.30%,68.60%,5.8,4.1,Clay
Andrei Cherkasov,238,60.50%,63.10%,48.30%,66.20%,2,2.1,Clay
Blaz Kavcic,238,63.60%,62.20%,48.00%,64.80%,2.8,3.4,Clay
Davide Sanguinetti,237.8,54.20%,67.50%,46.10%,68.00%,4.4,2.4,Clay
Lucas Arnold Ker,237.6,60.80%,66.20%,43.90%,68.60%,2.7,4.6,Clay
Martin Damm,237.5,56.20%,67.20%,45.10%,66.60%,5.5,3.1,Clay
Dinu Pescariu,237.4,67.70%,60.30%,47.00%,62.70%,1.9,2.2,Clay
Boris Pashanski,237.4,58.40%,64.80%,46.80%,68.10%,2.5,3.2,Clay
Karsten Braasch,237.3,51.90%,70.40%,43.50%,68.20%,5.1,1.8,Clay
Juan Antonio Marin,237.1,57.70%,64.20%,48.50%,67.00%,2,2.3,Clay
Andrei Chesnokov,236.8,61.70%,62.00%,48.20%,65.40%,1.9,2.4,Clay
Olivier Mutis,236.8,53.40%,66.10%,47.90%,68.70%,3.5,2.8,Clay
Adrian Mannarino,236.7,61.10%,62.80%,47.30%,65.00%,2.8,2.3,Clay
Stefano Pescosolido,236.5,51.90%,68.30%,47.20%,70.00%,3.4,4.3,Clay
Cedrik-Marcel Stebe,236.4,61.50%,61.80%,47.90%,65.00%,2.7,2.5,Clay
Nuno Marques,236.3,63.00%,63.40%,44.50%,66.30%,2.3,3.2,Clay
Diego Perez,235.8,63.30%,60.80%,48.90%,63.40%,2,2.6,Clay
Mats Wilander,235.8,64.70%,63.80%,43.40%,64.00%,2.2,2.3,Clay
Roberto Azar,235.7,69.20%,61.00%,43.20%,63.70%,1.7,3.1,Clay
Alex Lopez Moron,235.7,58.40%,65.80%,45.80%,67.70%,1.8,3.8,Clay
Tomas Nydahl,235.7,65.60%,64.50%,42.60%,65.10%,2.2,4.3,Clay
Michael Russell,235.6,68.10%,59.30%,47.10%,62.30%,1.4,2.6,Clay
Marcos Ondruska,235.4,60.60%,61.30%,48.50%,66.20%,1.7,2.9,Clay
Hendrik Dreekmann,235.3,51.00%,71.10%,43.80%,70.00%,3.9,4.5,Clay
Tomas Zib,235.2,58.50%,63.40%,47.70%,64.50%,2.8,1.7,Clay
Karol Kucera,235,55.00%,67.50%,45.90%,67.60%,3.6,4.6,Clay
Rodolphe Gilbert,234.2,51.00%,67.00%,47.80%,67.20%,3.4,2.2,Clay
Diego Nargiso,234.2,52.90%,69.60%,43.70%,67.60%,5,4.6,Clay
Alessio Di Mauro,233.8,57.80%,63.80%,46.40%,64.50%,3.2,1.9,Clay
Daniel Evans,233.8,63.20%,65.80%,42.50%,63.30%,2.8,3.8,Clay
Christophe Rochus,233.7,60.30%,62.70%,46.70%,64.90%,1.5,2.4,Clay
Miomir Kecmanovic,233.5,60.50%,60.90%,48.80%,62.70%,2.8,2.2,Clay
John van Lottum,233.3,54.10%,67.00%,46.10%,67.00%,2.5,3.4,Clay
Paradorn Srichaphan,232.8,57.30%,64.00%,46.70%,65.00%,3.4,3.6,Clay
Bjorn Phau,232.7,53.10%,65.60%,47.70%,66.80%,2.5,3,Clay
Diego Junqueira,232.6,69.20%,57.70%,47.50%,59.00%,1.1,1.9,Clay
Jaime Oncins,232.5,57.20%,67.00%,44.00%,66.50%,2.5,4.7,Clay
Todd Woodbridge,232.5,60.30%,64.20%,44.40%,65.70%,2.2,4.3,Clay
Donald Young,232.1,59.90%,62.40%,47.30%,64.20%,2.2,3.9,Clay
Michal Tabara,232,56.40%,64.40%,47.30%,65.40%,2.2,3.7,Clay
Alexander Volkov,231.6,52.50%,66.20%,45.90%,66.80%,3.4,3.2,Clay
Thierry Guardiola,231.2,55.80%,64.70%,45.90%,64.10%,2.1,1.4,Clay
Francisco Roig,230.9,58.00%,62.50%,47.20%,63.30%,2.1,2.2,Clay
German Puentes,230.8,65.40%,57.90%,47.90%,61.00%,0.9,2.3,Clay
Orlin Stanoytchev,230.8,57.50%,66.40%,43.10%,65.80%,4.1,6.1,Clay
Stephane Robert,230.6,53.70%,66.50%,45.20%,65.40%,3,3.2,Clay
Joao Cunha-Silva,230.4,62.30%,61.50%,44.80%,62.60%,1.6,2.4,Clay
Frederic Fontang,230.4,65.90%,58.90%,45.60%,60.70%,1,1.7,Clay
Federico Luzzi,230.2,56.90%,65.90%,43.40%,64.60%,2.8,3.4,Clay
Martin Sinner,229.5,56.00%,66.80%,43.70%,64.70%,2.8,4.5,Clay
Oscar Martinez,229.4,53.20%,64.40%,47.60%,65.50%,2,3.3,Clay
Flavio Cipolla,229.1,70.20%,57.90%,44.50%,59.30%,0.6,3.4,Clay
Dudi Sela,228.7,60.30%,61.70%,46.10%,62.00%,1.5,2.9,Clay
Razvan Sabau,227.9,59.60%,61.30%,45.60%,62.60%,2.4,3.6,Clay
Alex de Minaur,227.8,59.80%,62.50%,44.50%,61.70%,2.2,2.9,Clay
Olivier Delaitre,227.5,53.60%,65.60%,44.70%,63.60%,3.3,3.3,Clay
Jean-Rene Lisnard,226.7,54.20%,63.80%,46.60%,64.40%,1.7,4,Clay
David Prinosil,226.7,52.60%,68.10%,42.90%,63.40%,4.1,4.4,Clay
Bart Wuyts,224.7,74.60%,56.70%,40.20%,56.70%,0.3,3.8,Clay
Marian Vajda,223.6,55.40%,60.20%,48.40%,61.40%,1.8,3.6,Clay
Gianluca Pozzi,218.4,49.30%,64.80%,43.30%,59.90%,2.7,1.6,Clay
Andre Sa,216.5,58.60%,59.80%,43.40%,57.30%,1.5,4.1,Clay
,,,,,,,,
Player,Serve Rating,% 1st Serve,% 1st Serve Points Won,% 2nd Serve Points Won,% Service Games Won,Avg. Aces/ Match,Avg. Double Faults/Match,Surface
John Isner,324.8,72.20%,80.60%,57.30%,94.30%,22.8,2.4,Grass
Ivo Karlovic,321,66.80%,84.60%,55.60%,94.90%,23.5,4.4,Grass
Milos Raonic,319.3,66.20%,82.90%,59.40%,94.00%,20.2,3.4,Grass
Andy Roddick,309.4,67.60%,80.70%,56.20%,92.80%,14.2,2.1,Grass
Kevin Anderson,305.6,66.40%,80.30%,54.50%,89.20%,18.3,3.1,Grass
Roger Federer,305.5,65.50%,79.50%,59.10%,92.60%,10.4,1.6,Grass
Goran Ivanisevic,304.6,61.10%,87.00%,50.50%,91.60%,21.1,6.7,Grass
Wayne Arthurs,304.5,58.60%,83.60%,58.10%,91.40%,17.6,4.8,Grass
Nick Kyrgios,302.9,68.20%,76.50%,53.20%,89.00%,20.6,4.6,Grass
Jo-Wilfried Tsonga,302.6,65.00%,79.80%,55.50%,91.20%,13.7,2.6,Grass
Pete Sampras,302.4,62.80%,84.70%,53.00%,92.70%,13.8,4.6,Grass
Richard Krajicek,299.3,61.50%,84.00%,52.40%,90.60%,15.6,4.8,Grass
Sam Querrey,299.3,62.90%,80.90%,52.40%,89.70%,16.4,3,Grass
Gilles Muller,298.3,64.30%,80.20%,52.50%,89.30%,15.7,3.7,Grass
Mark Philippoussis,298.1,59.00%,84.10%,51.80%,91.30%,19.4,7.5,Grass
Feliciano Lopez,297.7,61.20%,80.90%,54.40%,89.80%,15.1,3.7,Grass
Rafael Nadal,297.7,68.80%,75.50%,59.10%,89.80%,6.5,2,Grass
Lorenzo Sonego,297.4,68.20%,76.30%,56.40%,87.30%,10.6,1.4,Grass
Felix Auger-Aliassime,296.5,63.50%,79.40%,54.20%,90.50%,14.6,5.7,Grass
Novak Djokovic,294.5,66.90%,76.80%,55.50%,89.20%,8.9,2.8,Grass
Juan Martin del Potro,294.3,66.30%,76.40%,55.80%,88.10%,9.9,2.2,Grass
Tomas Berdych,294.1,60.60%,80.10%,55.50%,89.10%,11.4,2.6,Grass
Jiri Vesely,293.5,68.40%,74.50%,54.70%,88.60%,10.6,3.3,Grass
Greg Rusedski,293,59.30%,82.80%,53.30%,90.30%,13,5.7,Grass
Matteo Berrettini,292.6,61.10%,82.60%,52.30%,88.60%,10.4,2.4,Grass
Marin Cilic,292.2,60.30%,80.10%,53.40%,88.20%,13.4,3.2,Grass
Mario Ancic,290.9,60.40%,79.60%,53.00%,89.60%,12.7,4.4,Grass
Peter Wessels,290.5,65.00%,76.90%,54.40%,87.70%,9.6,3.1,Grass
Michael Stich,290.3,57.80%,81.80%,55.20%,90.30%,10.1,4.9,Grass
Andy Murray,290.2,60.80%,77.90%,55.30%,88.90%,9.4,2.1,Grass
Max Mirnyi,289.8,65.50%,77.50%,53.50%,86.20%,10.4,3.3,Grass
Fernando Gonzalez,289.5,61.50%,78.00%,54.80%,87.70%,12,4.5,Grass
Ivan Ljubicic,289.5,62.30%,77.20%,51.80%,86.50%,15.3,3.6,Grass
Michael Llodra,288.3,63.80%,76.50%,55.00%,87.20%,9.1,3.3,Grass
Richard Gasquet,288.1,65.50%,75.60%,54.60%,87.70%,6.7,2,Grass
Denis Istomin,287.9,67.30%,73.80%,55.10%,85.50%,8.1,1.9,Grass
Reilly Opelka,287.8,64.20%,70.00%,56.50%,85.30%,15.2,3.4,Grass
Bernard Tomic,287.6,70.30%,72.50%,52.60%,84.60%,9.2,1.6,Grass
Jeremy Chardy,287.4,62.50%,78.20%,51.60%,87.10%,12.3,4.3,Grass
Nicolas Almagro,287,59.50%,77.30%,53.90%,85.70%,14.7,4.1,Grass
Casper Ruud,286.9,69.70%,80.60%,51.90%,86.70%,7,9,Grass
Nicolas Mahut,286.7,62.60%,77.30%,53.20%,87.30%,10.2,3.9,Grass
Guy Forget,286.6,60.30%,80.80%,50.90%,88.00%,12,5.4,Grass
Patrick Rafter,286.6,63.50%,77.70%,53.10%,88.10%,8.1,3.9,Grass
Mardy Fish,286.1,56.10%,80.50%,53.40%,86.80%,12.4,3.1,Grass
Todd Martin,285.7,63.40%,79.80%,48.00%,86.80%,12.6,4.9,Grass
Miomir Kecmanovic,285.6,63.40%,75.90%,56.30%,88.10%,4.9,3,Grass
Philipp Kohlschreiber,284.8,60.60%,76.80%,54.80%,86.40%,8.6,2.4,Grass
Shuzo Matsuoka,284.5,63.00%,77.50%,51.80%,86.80%,9.5,4.1,Grass
Ernests Gulbis,284.1,64.00%,76.90%,49.20%,85.40%,13.5,4.9,Grass
Grigor Dimitrov,284.1,65.00%,76.30%,51.80%,85.10%,9.2,3.3,Grass
Stefanos Tsitsipas,283.9,62.50%,76.60%,53.00%,86.40%,9.5,4.1,Grass
Jan-Michael Gambill,283.8,60.20%,77.50%,51.10%,85.40%,12.9,3.3,Grass
Gael Monfils,283.8,64.40%,75.50%,51.80%,83.80%,11.9,3.6,Grass
Javier Frana,283.7,62.60%,75.50%,54.80%,85.60%,7.9,2.7,Grass
Robin Soderling,283.5,62.30%,77.90%,48.90%,85.80%,12.5,3.9,Grass
Hubert Hurkacz,283.4,66.20%,74.00%,51.00%,87.20%,8.8,3.8,Grass
Stan Wawrinka,283.2,58.80%,76.70%,54.50%,86.00%,10.7,3.5,Grass
Marat Safin,283.1,60.70%,75.70%,53.10%,85.70%,10.8,2.9,Grass
Dustin Brown,283,62.20%,76.70%,50.80%,86.10%,12.9,5.7,Grass
Leonardo Mayer,282.8,63.40%,75.30%,53.30%,86.10%,8,3.3,Grass
Fernando Verdasco,282.7,64.20%,75.10%,52.80%,85.90%,10,5.3,Grass
Victor Hanescu,282.6,70.40%,71.10%,51.20%,82.80%,9.4,2.3,Grass
Alexandr Dolgopolov,282.6,60.50%,76.00%,53.10%,84.80%,11.6,3.4,Grass
Roberto Bautista Agut,282.2,69.90%,71.00%,55.90%,83.90%,3.2,1.7,Grass
Jan-Lennard Struff,282.2,56.70%,80.00%,50.80%,86.20%,13,4.5,Grass
Frank Dancevic,281.8,63.10%,75.20%,52.00%,84.70%,9.1,2.3,Grass
Santiago Giraldo,281.7,70.20%,70.80%,53.70%,82.80%,5.7,1.5,Grass
Ivan Dodig,281.5,63.60%,74.20%,52.20%,83.50%,10.6,2.6,Grass
Boris Becker,281.4,57.80%,81.90%,48.10%,88.60%,12.1,7.1,Grass
Denis Shapovalov,281,57.40%,77.00%,55.20%,86.00%,10.7,5.3,Grass
Andre Agassi,280.8,61.30%,75.40%,53.70%,87.50%,6.6,3.7,Grass
Tommy Haas,280.3,60.80%,77.40%,52.60%,86.10%,8.6,5.2,Grass
Jacco Eltingh,280,64.80%,76.00%,50.30%,85.90%,7.5,4.5,Grass
Alexander Zverev,279.9,64.70%,76.20%,48.60%,84.40%,10.1,4.1,Grass
Juan Carlos Ferrero,279.8,65.20%,71.40%,55.00%,83.80%,7.1,2.7,Grass
Jonathan Stark,279.8,59.40%,79.10%,51.00%,85.20%,9.6,4.5,Grass
Radek Stepanek,279.7,65.10%,73.90%,51.60%,84.20%,8.4,3.5,Grass
Xavier Malisse,279.6,60.60%,75.90%,53.00%,83.40%,8.9,2.2,Grass
Benjamin Becker,279.4,59.80%,77.70%,50.40%,84.40%,10.2,3.1,Grass
Sergiy Stakhovsky,279.4,62.90%,74.80%,51.50%,84.60%,8.8,3.2,Grass
Steve Johnson,279.3,61.90%,76.00%,50.80%,85.00%,8.9,3.3,Grass
